Name,Win %,patch
GangplankGangplank,47.87%,12.07
GarenGaren,50.38%,12.07
GnarGnar,43.45%,12.07
GragasGragas,56.52%,12.07
GragasGragas,45.22%,12.07
GragasGragas,47.37%,12.07
GravesGraves,51.46%,12.07
GravesGraves,55.35%,12.07
GwenGwen,52.98%,12.07
GwenGwen,52.54%,12.07
HecarimHecarim,51.97%,12.07
HeimerdingerHeimerdinger,64.29%,12.07
IllaoiIllaoi,52.24%,12.07
IreliaIrelia,53.96%,12.07
IreliaIrelia,50.59%,12.07
IvernIvern,59.26%,12.07
JannaJanna,52.13%,12.07
Jarvan IVJarvan IV,52.38%,12.07
JaxJax,53.56%,12.07
JayceJayce,50.00%,12.07
JayceJayce,51.28%,12.07
JhinJhin,48.40%,12.07
JinxJinx,52.03%,12.07
Kai'SaKai'Sa,48.23%,12.07
Kai'SaKai'Sa,58.77%,12.07
KalistaKalista,47.01%,12.07
KarmaKarma,50.74%,12.07
KarmaKarma,60.94%,12.07
KarthusKarthus,47.23%,12.07
KarthusKarthus,52.38%,12.07
KassadinKassadin,51.28%,12.07
KatarinaKatarina,49.63%,12.07
KayleKayle,57.46%,12.07
KayleKayle,51.79%,12.07
KaynKayn,47.67%,12.07
KennenKennen,60.22%,12.07
KennenKennen,48.72%,12.07
Kha'ZixKha'Zix,51.28%,12.07
KindredKindred,63.72%,12.07
KledKled,41.03%,12.07
Kog'MawKog'Maw,54.55%,12.07
LeBlancLeBlanc,47.20%,12.07
Lee SinLee Sin,48.26%,12.07
LeonaLeona,50.18%,12.07
LilliaLillia,53.76%,12.07
LilliaLillia,44.19%,12.07
LissandraLissandra,51.09%,12.07
LucianLucian,54.86%,12.07
LucianLucian,53.73%,12.07
LuluLulu,49.55%,12.07
LuxLux,57.45%,12.07
LuxLux,41.14%,12.07
MalphiteMalphite,52.00%,12.07
MalphiteMalphite,61.54%,12.07
MalzaharMalzahar,56.00%,12.07
MaokaiMaokai,42.11%,12.07
Master YiMaster Yi,57.43%,12.07
Miss FortuneMiss Fortune,48.61%,12.07
MordekaiserMordekaiser,48.08%,12.07
MorganaMorgana,52.04%,12.07
NamiNami,55.47%,12.07
NasusNasus,43.75%,12.07
NasusNasus,45.31%,12.07
NautilusNautilus,52.79%,12.07
NeekoNeeko,48.57%,12.07
NeekoNeeko,52.78%,12.07
NidaleeNidalee,52.67%,12.07
NocturneNocturne,55.46%,12.07
NunuNunu,53.17%,12.07
OlafOlaf,52.38%,12.07
OriannaOrianna,47.52%,12.07
OrnnOrnn,55.77%,12.07
PantheonPantheon,52.83%,12.07
PantheonPantheon,46.88%,12.07
PantheonPantheon,42.67%,12.07
PoppyPoppy,56.03%,12.07
PoppyPoppy,50.00%,12.07
PykePyke,51.18%,12.07
PykePyke,62.69%,12.07
QiyanaQiyana,52.79%,12.07
QiyanaQiyana,54.11%,12.07
QuinnQuinn,48.89%,12.07
RakanRakan,44.16%,12.07
RammusRammus,47.71%,12.07
Rek'SaiRek'Sai,57.25%,12.07
RellRell,50.00%,12.07
Renata GlascRenata Glasc,54.91%,12.07
RenektonRenekton,56.07%,12.07
RenektonRenekton,53.33%,12.07
RengarRengar,51.82%,12.07
RengarRengar,54.55%,12.07
RivenRiven,59.16%,12.07
RumbleRumble,57.50%,12.07
RumbleRumble,52.73%,12.07
RumbleRumble,50.00%,12.07
RyzeRyze,46.59%,12.07
SamiraSamira,47.74%,12.07
SejuaniSejuani,53.49%,12.07
SennaSenna,50.16%,12.07
SeraphineSeraphine,46.59%,12.07
SeraphineSeraphine,43.04%,12.07
SettSett,44.71%,12.07
SettSett,39.47%,12.07
ShacoShaco,51.85%,12.07
ShenShen,51.70%,12.07
ShyvanaShyvana,42.68%,12.07
SingedSinged,38.24%,12.07
SionSion,52.04%,12.07
SionSion,55.93%,12.07
SivirSivir,54.55%,12.07
SkarnerSkarner,0.00%,12.07
SonaSona,54.68%,12.07
SorakaSoraka,59.47%,12.07
SwainSwain,42.31%,12.07
SwainSwain,38.10%,12.07
SylasSylas,55.12%,12.07
SylasSylas,65.31%,12.07
SyndraSyndra,51.33%,12.07
SyndraSyndra,48.00%,12.07
Tahm KenchTahm Kench,56.45%,12.07
Tahm KenchTahm Kench,52.94%,12.07
TaliyahTaliyah,43.66%,12.07
TalonTalon,54.11%,12.07
TalonTalon,56.92%,12.07
TaricTaric,57.63%,12.07
TeemoTeemo,43.08%,12.07
ThreshThresh,43.01%,12.07
TristanaTristana,52.42%,12.07
TristanaTristana,40.00%,12.07
TrundleTrundle,63.77%,12.07
TrundleTrundle,51.85%,12.07
TryndamereTryndamere,67.86%,12.07
TryndamereTryndamere,43.03%,12.07
Twisted FateTwisted Fate,48.28%,12.07
TwitchTwitch,50.72%,12.07
UdyrUdyr,55.17%,12.07
UrgotUrgot,61.63%,12.07
VarusVarus,48.19%,12.07
VayneVayne,54.32%,12.07
VayneVayne,52.00%,12.07
VeigarVeigar,48.77%,12.07
VeigarVeigar,54.08%,12.07
Vel'KozVel'Koz,56.86%,12.07
Vel'KozVel'Koz,45.83%,12.07
VexVex,52.21%,12.07
ViVi,51.02%,12.07
ViegoViego,50.67%,12.07
ViktorViktor,52.14%,12.07
VladimirVladimir,52.32%,12.07
VladimirVladimir,51.04%,12.07
VolibearVolibear,56.20%,12.07
VolibearVolibear,52.44%,12.07
WarwickWarwick,56.25%,12.07
WukongWukong,54.95%,12.07
WukongWukong,48.16%,12.07
XayahXayah,53.96%,12.07
XerathXerath,48.42%,12.07
XerathXerath,43.02%,12.07
Xin ZhaoXin Zhao,49.09%,12.07
YasuoYasuo,55.42%,12.07
YasuoYasuo,59.68%,12.07
YasuoYasuo,48.67%,12.07
YoneYone,53.93%,12.07
YoneYone,48.62%,12.07
YorickYorick,62.12%,12.07
YuumiYuumi,45.98%,12.07
ZacZac,48.94%,12.07
ZedZed,50.94%,12.07
ZedZed,52.85%,12.07
ZeriZeri,48.37%,12.07
ZiggsZiggs,52.11%,12.07
ZileanZilean,56.52%,12.07
ZileanZilean,52.44%,12.07
ZoeZoe,46.32%,12.07
ZyraZyra,53.66%,12.07
AatroxAatrox,56.04%,12.06
AhriAhri,52.10%,12.06
AkaliAkali,52.60%,12.06
AkaliAkali,47.17%,12.06
AkshanAkshan,55.43%,12.06
AkshanAkshan,48.85%,12.06
AlistarAlistar,46.74%,12.06
AmumuAmumu,45.16%,12.06
AniviaAnivia,53.70%,12.06
AnnieAnnie,57.58%,12.06
ApheliosAphelios,49.42%,12.06
AsheAshe,54.68%,12.06
AsheAshe,54.26%,12.06
Aurelion SolAurelion Sol,0.00%,12.06
AzirAzir,52.69%,12.06
BardBard,56.79%,12.06
BlitzcrankBlitzcrank,53.47%,12.06
BrandBrand,60.61%,12.06
BraumBraum,52.00%,12.06
CaitlynCaitlyn,53.48%,12.06
CamilleCamille,52.04%,12.06
CassiopeiaCassiopeia,68.00%,12.06
CassiopeiaCassiopeia,68.00%,12.06
CassiopeiaCassiopeia,51.47%,12.06
Cho'GathCho'Gath,67.39%,12.06
Cho'GathCho'Gath,46.77%,12.06
CorkiCorki,46.27%,12.06
DariusDarius,54.80%,12.06
DianaDiana,53.68%,12.06
Dr. MundoDr. Mundo,51.61%,12.06
DravenDraven,47.35%,12.06
EkkoEkko,54.39%,12.06
EkkoEkko,49.67%,12.06
EliseElise,62.71%,12.06
EvelynnEvelynn,49.65%,12.06
EzrealEzreal,53.58%,12.06
FiddlesticksFiddlesticks,47.83%,12.06
FioraFiora,55.83%,12.06
FizzFizz,52.11%,12.06
GalioGalio,56.69%,12.06
GalioGalio,45.00%,12.06
GangplankGangplank,42.93%,12.06
GarenGaren,45.54%,12.06
GnarGnar,61.21%,12.06
GragasGragas,56.31%,12.06
GragasGragas,48.15%,12.06
GravesGraves,55.08%,12.06
GravesGraves,55.28%,12.06
GwenGwen,55.07%,12.06
HecarimHecarim,57.32%,12.06
HeimerdingerHeimerdinger,0.00%,12.06
IllaoiIllaoi,43.40%,12.06
IreliaIrelia,48.39%,12.06
IreliaIrelia,43.18%,12.06
IvernIvern,0.00%,12.06
JannaJanna,63.36%,12.06
Jarvan IVJarvan IV,47.97%,12.06
JaxJax,57.09%,12.06
JayceJayce,48.10%,12.06
JhinJhin,49.46%,12.06
JinxJinx,52.73%,12.06
Kai'SaKai'Sa,50.98%,12.06
Kai'SaKai'Sa,48.59%,12.06
KalistaKalista,60.98%,12.06
KarmaKarma,49.75%,12.06
KarmaKarma,64.29%,12.06
KarthusKarthus,47.42%,12.06
KarthusKarthus,53.45%,12.06
KassadinKassadin,48.72%,12.06
KatarinaKatarina,58.54%,12.06
KayleKayle,60.45%,12.06
KayleKayle,42.86%,12.06
KaynKayn,51.25%,12.06
KennenKennen,68.00%,12.06
KennenKennen,47.79%,12.06
Kha'ZixKha'Zix,52.94%,12.06
KindredKindred,58.18%,12.06
KledKled,50.38%,12.06
Kog'MawKog'Maw,54.72%,12.06
LeBlancLeBlanc,51.13%,12.06
Lee SinLee Sin,54.76%,12.06
LeonaLeona,48.82%,12.06
LilliaLillia,39.44%,12.06
LissandraLissandra,50.00%,12.06
LucianLucian,58.61%,12.06
LucianLucian,63.93%,12.06
LucianLucian,44.55%,12.06
LuluLulu,56.12%,12.06
LuxLux,46.90%,12.06
LuxLux,46.19%,12.06
MalphiteMalphite,55.84%,12.06
MalphiteMalphite,40.00%,12.06
MalzaharMalzahar,53.70%,12.06
MaokaiMaokai,62.96%,12.06
Master YiMaster Yi,54.29%,12.06
Miss FortuneMiss Fortune,52.51%,12.06
MordekaiserMordekaiser,64.00%,12.06
MorganaMorgana,42.57%,12.06
NamiNami,50.36%,12.06
NasusNasus,51.32%,12.06
NasusNasus,45.83%,12.06
NautilusNautilus,48.43%,12.06
NeekoNeeko,52.00%,12.06
NidaleeNidalee,52.33%,12.06
NocturneNocturne,55.24%,12.06
NunuNunu,46.81%,12.06
OlafOlaf,59.65%,12.06
OriannaOrianna,55.14%,12.06
OrnnOrnn,51.16%,12.06
PantheonPantheon,48.28%,12.06
PantheonPantheon,40.00%,12.06
PoppyPoppy,67.59%,12.06
PoppyPoppy,59.70%,12.06
PykePyke,51.97%,12.06
QiyanaQiyana,54.07%,12.06
QiyanaQiyana,48.72%,12.06
QuinnQuinn,54.55%,12.06
RakanRakan,49.43%,12.06
RammusRammus,65.91%,12.06
Rek'SaiRek'Sai,57.69%,12.06
RellRell,55.10%,12.06
Renata GlascRenata Glasc,55.56%,12.06
RenektonRenekton,48.08%,12.06
RenektonRenekton,50.00%,12.06
RengarRengar,56.73%,12.06
RengarRengar,56.67%,12.06
RivenRiven,52.50%,12.06
RumbleRumble,39.47%,12.06
RumbleRumble,45.65%,12.06
RyzeRyze,53.85%,12.06
RyzeRyze,38.10%,12.06
SamiraSamira,55.64%,12.06
SejuaniSejuani,58.14%,12.06
SejuaniSejuani,57.69%,12.06
SennaSenna,56.02%,12.06
SeraphineSeraphine,60.00%,12.06
SeraphineSeraphine,46.25%,12.06
SettSett,68.52%,12.06
SettSett,46.00%,12.06
ShacoShaco,48.03%,12.06
ShenShen,53.85%,12.06
ShyvanaShyvana,55.13%,12.06
SingedSinged,61.11%,12.06
SingedSinged,42.86%,12.06
SionSion,51.20%,12.06
SionSion,34.62%,12.06
SivirSivir,50.00%,12.06
SkarnerSkarner,0.00%,12.06
SonaSona,52.91%,12.06
SorakaSoraka,55.96%,12.06
SwainSwain,62.50%,12.06
SylasSylas,52.65%,12.06
SylasSylas,58.00%,12.06
SyndraSyndra,52.32%,12.06
Tahm KenchTahm Kench,47.17%,12.06
Tahm KenchTahm Kench,43.75%,12.06
TaliyahTaliyah,44.93%,12.06
TalonTalon,58.04%,12.06
TalonTalon,52.25%,12.06
TaricTaric,68.97%,12.06
TeemoTeemo,48.89%,12.06
ThreshThresh,45.87%,12.06
TristanaTristana,47.93%,12.06
TristanaTristana,41.67%,12.06
TrundleTrundle,49.28%,12.06
TrundleTrundle,43.75%,12.06
TryndamereTryndamere,52.17%,12.06
TryndamereTryndamere,59.57%,12.06
Twisted FateTwisted Fate,55.56%,12.06
TwitchTwitch,54.55%,12.06
TwitchTwitch,44.44%,12.06
UdyrUdyr,42.86%,12.06
UrgotUrgot,60.00%,12.06
VarusVarus,50.00%,12.06
VayneVayne,58.90%,12.06
VayneVayne,48.35%,12.06
VeigarVeigar,53.85%,12.06
VeigarVeigar,52.00%,12.06
Vel'KozVel'Koz,65.63%,12.06
Vel'KozVel'Koz,48.15%,12.06
VexVex,51.05%,12.06
ViVi,58.11%,12.06
ViegoViego,50.91%,12.06
ViktorViktor,51.59%,12.06
VladimirVladimir,56.30%,12.06
VladimirVladimir,50.00%,12.06
VolibearVolibear,53.97%,12.06
VolibearVolibear,48.98%,12.06
WarwickWarwick,61.11%,12.06
WarwickWarwick,58.06%,12.06
WukongWukong,48.61%,12.06
XayahXayah,51.26%,12.06
XerathXerath,45.36%,12.06
XerathXerath,45.45%,12.06
Xin ZhaoXin Zhao,48.03%,12.06
YasuoYasuo,55.28%,12.06
YasuoYasuo,54.17%,12.06
YasuoYasuo,55.56%,12.06
YoneYone,57.87%,12.06
YoneYone,48.88%,12.06
YorickYorick,56.94%,12.06
YuumiYuumi,48.23%,12.06
ZacZac,57.14%,12.06
ZedZed,49.34%,12.06
ZedZed,48.97%,12.06
ZeriZeri,47.87%,12.06
ZiggsZiggs,52.54%,12.06
ZileanZilean,57.50%,12.06
ZileanZilean,45.78%,12.06
ZoeZoe,54.84%,12.06
ZyraZyra,46.94%,12.06
AatroxAatrox,50.47%,12.05
AhriAhri,53.21%,12.05
AkaliAkali,50.89%,12.05
AkaliAkali,48.50%,12.05
AkshanAkshan,54.38%,12.05
AkshanAkshan,52.33%,12.05
AlistarAlistar,53.80%,12.05
AmumuAmumu,45.45%,12.05
AniviaAnivia,52.85%,12.05
AniviaAnivia,44.83%,12.05
AnnieAnnie,41.51%,12.05
ApheliosAphelios,50.84%,12.05
AsheAshe,52.36%,12.05
AsheAshe,49.59%,12.05
Aurelion SolAurelion Sol,57.89%,12.05
AzirAzir,44.44%,12.05
BardBard,52.32%,12.05
BlitzcrankBlitzcrank,48.88%,12.05
BrandBrand,58.62%,12.05
BrandBrand,40.91%,12.05
BrandBrand,39.47%,12.05
BraumBraum,39.05%,12.05
CaitlynCaitlyn,49.60%,12.05
CamilleCamille,54.30%,12.05
CassiopeiaCassiopeia,62.26%,12.05
CassiopeiaCassiopeia,52.67%,12.05
CassiopeiaCassiopeia,54.05%,12.05
Cho'GathCho'Gath,60.75%,12.05
Cho'GathCho'Gath,45.26%,12.05
CorkiCorki,56.76%,12.05
DariusDarius,51.65%,12.05
DianaDiana,55.58%,12.05
Dr. MundoDr. Mundo,58.18%,12.05
DravenDraven,52.72%,12.05
EkkoEkko,53.63%,12.05
EkkoEkko,51.96%,12.05
EliseElise,53.37%,12.05
EvelynnEvelynn,54.89%,12.05
EzrealEzreal,48.64%,12.05
FiddlesticksFiddlesticks,44.52%,12.05
FioraFiora,55.49%,12.05
FizzFizz,47.15%,12.05
GalioGalio,53.69%,12.05
GalioGalio,54.39%,12.05
GangplankGangplank,53.30%,12.05
GarenGaren,50.00%,12.05
GnarGnar,52.74%,12.05
GragasGragas,60.87%,12.05
GragasGragas,48.18%,12.05
GragasGragas,50.00%,12.05
GravesGraves,52.69%,12.05
GravesGraves,51.27%,12.05
GwenGwen,51.36%,12.05
GwenGwen,49.19%,12.05
HecarimHecarim,53.08%,12.05
HeimerdingerHeimerdinger,65.85%,12.05
HeimerdingerHeimerdinger,40.00%,12.05
HeimerdingerHeimerdinger,40.00%,12.05
IllaoiIllaoi,50.25%,12.05
IreliaIrelia,51.69%,12.05
IreliaIrelia,48.94%,12.05
IvernIvern,45.00%,12.05
JannaJanna,53.63%,12.05
Jarvan IVJarvan IV,47.16%,12.05
JaxJax,50.70%,12.05
JayceJayce,53.51%,12.05
JayceJayce,46.96%,12.05
JhinJhin,51.98%,12.05
JinxJinx,51.66%,12.05
Kai'SaKai'Sa,49.53%,12.05
Kai'SaKai'Sa,47.98%,12.05
KalistaKalista,50.00%,12.05
KarmaKarma,52.54%,12.05
KarmaKarma,53.66%,12.05
KarmaKarma,54.97%,12.05
KarthusKarthus,63.64%,12.05
KarthusKarthus,54.27%,12.05
KarthusKarthus,45.82%,12.05
KassadinKassadin,48.21%,12.05
KatarinaKatarina,48.66%,12.05
KayleKayle,52.49%,12.05
KayleKayle,44.12%,12.05
KaynKayn,52.71%,12.05
KennenKennen,51.88%,12.05
KennenKennen,56.41%,12.05
Kha'ZixKha'Zix,51.07%,12.05
KindredKindred,52.40%,12.05
KledKled,51.02%,12.05
Kog'MawKog'Maw,62.96%,12.05
Kog'MawKog'Maw,54.72%,12.05
LeBlancLeBlanc,48.88%,12.05
Lee SinLee Sin,51.69%,12.05
LeonaLeona,51.75%,12.05
LilliaLillia,50.81%,12.05
LissandraLissandra,57.52%,12.05
LucianLucian,53.59%,12.05
LucianLucian,57.75%,12.05
LucianLucian,47.13%,12.05
LuluLulu,51.39%,12.05
LuxLux,53.53%,12.05
LuxLux,47.18%,12.05
MalphiteMalphite,52.10%,12.05
MalzaharMalzahar,44.83%,12.05
MaokaiMaokai,58.97%,12.05
MaokaiMaokai,45.83%,12.05
Master YiMaster Yi,60.42%,12.05
Master YiMaster Yi,48.55%,12.05
Miss FortuneMiss Fortune,46.75%,12.05
MordekaiserMordekaiser,51.72%,12.05
MordekaiserMordekaiser,54.17%,12.05
MorganaMorgana,45.00%,12.05
NamiNami,54.69%,12.05
NasusNasus,46.09%,12.05
NasusNasus,45.00%,12.05
NasusNasus,30.00%,12.05
NautilusNautilus,51.25%,12.05
NeekoNeeko,58.23%,12.05
NeekoNeeko,51.61%,12.05
NeekoNeeko,45.45%,12.05
NidaleeNidalee,52.90%,12.05
NocturneNocturne,55.03%,12.05
NunuNunu,48.85%,12.05
NunuNunu,50.00%,12.05
OlafOlaf,53.33%,12.05
OriannaOrianna,50.00%,12.05
OrnnOrnn,51.45%,12.05
PantheonPantheon,60.00%,12.05
PantheonPantheon,47.14%,12.05
PantheonPantheon,46.15%,12.05
PoppyPoppy,56.57%,12.05
PoppyPoppy,54.71%,12.05
PykePyke,49.60%,12.05
QiyanaQiyana,46.44%,12.05
QiyanaQiyana,53.15%,12.05
QuinnQuinn,48.39%,12.05
RakanRakan,51.86%,12.05
RammusRammus,45.33%,12.05
Rek'SaiRek'Sai,54.08%,12.05
RellRell,58.00%,12.05
Renata GlascRenata Glasc,54.14%,12.05
RenektonRenekton,49.67%,12.05
RenektonRenekton,57.32%,12.05
RengarRengar,48.82%,12.05
RengarRengar,46.15%,12.05
RivenRiven,59.89%,12.05
RumbleRumble,62.18%,12.05
RumbleRumble,46.67%,12.05
RyzeRyze,52.99%,12.05
SamiraSamira,51.52%,12.05
SejuaniSejuani,59.68%,12.05
SejuaniSejuani,54.69%,12.05
SennaSenna,53.88%,12.05
SeraphineSeraphine,54.59%,12.05
SeraphineSeraphine,54.88%,12.05
SettSett,51.01%,12.05
SettSett,47.83%,12.05
ShacoShaco,56.01%,12.05
ShacoShaco,47.92%,12.05
ShenShen,59.06%,12.05
ShyvanaShyvana,61.54%,12.05
ShyvanaShyvana,50.00%,12.05
SingedSinged,62.50%,12.05
SingedSinged,48.72%,12.05
SionSion,54.73%,12.05
SivirSivir,53.79%,12.05
SkarnerSkarner,54.74%,12.05
SkarnerSkarner,50.00%,12.05
SonaSona,46.90%,12.05
SorakaSoraka,54.38%,12.05
SwainSwain,53.57%,12.05
SwainSwain,54.17%,12.05
SylasSylas,54.68%,12.05
SylasSylas,55.86%,12.05
SyndraSyndra,54.04%,12.05
Tahm KenchTahm Kench,61.19%,12.05
Tahm KenchTahm Kench,56.62%,12.05
TaliyahTaliyah,61.48%,12.05
TaliyahTaliyah,63.89%,12.05
TaliyahTaliyah,51.72%,12.05
TalonTalon,52.75%,12.05
TalonTalon,50.33%,12.05
TaricTaric,68.97%,12.05
TaricTaric,50.82%,12.05
TeemoTeemo,49.70%,12.05
ThreshThresh,50.08%,12.05
TristanaTristana,62.03%,12.05
TristanaTristana,55.86%,12.05
TrundleTrundle,61.35%,12.05
TrundleTrundle,58.24%,12.05
TryndamereTryndamere,55.89%,12.05
TryndamereTryndamere,54.81%,12.05
Twisted FateTwisted Fate,51.32%,12.05
TwitchTwitch,53.91%,12.05
UdyrUdyr,48.60%,12.05
UrgotUrgot,54.62%,12.05
VarusVarus,44.85%,12.05
VayneVayne,51.97%,12.05
VayneVayne,50.00%,12.05
VeigarVeigar,54.02%,12.05
VeigarVeigar,52.90%,12.05
Vel'KozVel'Koz,58.82%,12.05
Vel'KozVel'Koz,54.55%,12.05
VexVex,54.35%,12.05
ViVi,55.86%,12.05
ViegoViego,48.10%,12.05
ViktorViktor,50.76%,12.05
VladimirVladimir,46.88%,12.05
VladimirVladimir,44.32%,12.05
VolibearVolibear,53.92%,12.05
VolibearVolibear,54.98%,12.05
WarwickWarwick,46.43%,12.05
WarwickWarwick,44.44%,12.05
WukongWukong,56.03%,12.05
XayahXayah,51.82%,12.05
XerathXerath,54.94%,12.05
XerathXerath,51.35%,12.05
XerathXerath,45.26%,12.05
Xin ZhaoXin Zhao,50.09%,12.05
YasuoYasuo,56.20%,12.05
YasuoYasuo,53.09%,12.05
YasuoYasuo,52.32%,12.05
YoneYone,54.41%,12.05
YoneYone,49.52%,12.05
YorickYorick,47.22%,12.05
YuumiYuumi,48.36%,12.05
ZacZac,52.79%,12.05
ZacZac,45.45%,12.05
ZacZac,47.06%,12.05
ZedZed,53.09%,12.05
ZedZed,51.67%,12.05
ZeriZeri,52.36%,12.05
ZiggsZiggs,58.33%,12.05
ZiggsZiggs,52.94%,12.05
ZileanZilean,53.42%,12.05
ZileanZilean,45.45%,12.05
ZoeZoe,55.86%,12.05
ZyraZyra,47.06%,12.05
AatroxAatrox,49.74%,12.04
AhriAhri,52.75%,12.04
AkaliAkali,53.64%,12.04
AkaliAkali,50.22%,12.04
AkshanAkshan,60.22%,12.04
AkshanAkshan,49.34%,12.04
AlistarAlistar,50.78%,12.04
AmumuAmumu,62.26%,12.04
AmumuAmumu,33.33%,12.04
AniviaAnivia,57.69%,12.04
AnnieAnnie,56.52%,12.04
ApheliosAphelios,48.62%,12.04
AsheAshe,51.85%,12.04
Aurelion SolAurelion Sol,60.42%,12.04
AzirAzir,53.85%,12.04
BardBard,56.98%,12.04
BlitzcrankBlitzcrank,51.27%,12.04
BrandBrand,47.14%,12.04
BraumBraum,31.37%,12.04
CaitlynCaitlyn,47.04%,12.04
CamilleCamille,51.08%,12.04
CassiopeiaCassiopeia,57.69%,12.04
CassiopeiaCassiopeia,55.56%,12.04
CassiopeiaCassiopeia,57.14%,12.04
Cho'GathCho'Gath,52.73%,12.04
Cho'GathCho'Gath,21.74%,12.04
CorkiCorki,50.00%,12.04
DariusDarius,55.02%,12.04
DianaDiana,51.99%,12.04
Dr. MundoDr. Mundo,50.82%,12.04
DravenDraven,44.92%,12.04
EkkoEkko,56.36%,12.04
EkkoEkko,48.03%,12.04
EliseElise,55.26%,12.04
EvelynnEvelynn,47.90%,12.04
EzrealEzreal,48.23%,12.04
FiddlesticksFiddlesticks,48.28%,12.04
FioraFiora,53.41%,12.04
FizzFizz,39.62%,12.04
GalioGalio,50.47%,12.04
GalioGalio,53.85%,12.04
GangplankGangplank,52.17%,12.04
GarenGaren,46.43%,12.04
GnarGnar,51.66%,12.04
GragasGragas,56.69%,12.04
GragasGragas,51.43%,12.04
GravesGraves,49.67%,12.04
GravesGraves,52.39%,12.04
GwenGwen,52.96%,12.04
GwenGwen,53.82%,12.04
HecarimHecarim,55.31%,12.04
HeimerdingerHeimerdinger,0.00%,12.04
IllaoiIllaoi,60.00%,12.04
IreliaIrelia,54.11%,12.04
IreliaIrelia,51.96%,12.04
IvernIvern,51.09%,12.04
JannaJanna,56.36%,12.04
Jarvan IVJarvan IV,54.59%,12.04
JaxJax,59.06%,12.04
JayceJayce,48.95%,12.04
JhinJhin,52.39%,12.04
JinxJinx,53.87%,12.04
Kai'SaKai'Sa,46.33%,12.04
KalistaKalista,50.00%,12.04
KarmaKarma,52.77%,12.04
KarmaKarma,56.64%,12.04
KarmaKarma,53.66%,12.04
KarthusKarthus,51.61%,12.04
KarthusKarthus,53.97%,12.04
KarthusKarthus,47.73%,12.04
KassadinKassadin,57.14%,12.04
KatarinaKatarina,45.74%,12.04
KayleKayle,51.58%,12.04
KayleKayle,41.38%,12.04
KaynKayn,53.57%,12.04
KennenKennen,48.94%,12.04
Kha'ZixKha'Zix,48.94%,12.04
KindredKindred,56.23%,12.04
KledKled,53.15%,12.04
Kog'MawKog'Maw,47.92%,12.04
LeBlancLeBlanc,46.52%,12.04
Lee SinLee Sin,49.53%,12.04
LeonaLeona,52.72%,12.04
LilliaLillia,53.52%,12.04
LissandraLissandra,39.39%,12.04
LucianLucian,48.98%,12.04
LucianLucian,50.00%,12.04
LuluLulu,54.90%,12.04
LuxLux,52.99%,12.04
LuxLux,45.88%,12.04
MalphiteMalphite,58.04%,12.04
MalphiteMalphite,42.86%,12.04
MalzaharMalzahar,54.55%,12.04
MaokaiMaokai,43.48%,12.04
Master YiMaster Yi,53.71%,12.04
Miss FortuneMiss Fortune,56.76%,12.04
MordekaiserMordekaiser,55.00%,12.04
MordekaiserMordekaiser,48.51%,12.04
MorganaMorgana,49.55%,12.04
NamiNami,52.48%,12.04
NasusNasus,47.46%,12.04
NautilusNautilus,54.67%,12.04
NeekoNeeko,52.00%,12.04
NidaleeNidalee,59.14%,12.04
NocturneNocturne,38.27%,12.04
NunuNunu,48.00%,12.04
OlafOlaf,47.37%,12.04
OriannaOrianna,51.15%,12.04
OrnnOrnn,55.29%,12.04
PantheonPantheon,44.74%,12.04
PantheonPantheon,43.33%,12.04
PoppyPoppy,58.62%,12.04
PoppyPoppy,49.48%,12.04
PykePyke,48.84%,12.04
QiyanaQiyana,50.58%,12.04
QiyanaQiyana,48.00%,12.04
QuinnQuinn,54.55%,12.04
RakanRakan,56.36%,12.04
RammusRammus,41.94%,12.04
Rek'SaiRek'Sai,53.52%,12.04
RellRell,58.93%,12.04
Renata GlascRenata Glasc,53.69%,12.04
RenektonRenekton,46.89%,12.04
RenektonRenekton,50.00%,12.04
RengarRengar,63.64%,12.04
RengarRengar,46.15%,12.04
RivenRiven,55.22%,12.04
RumbleRumble,56.76%,12.04
RumbleRumble,47.54%,12.04
RyzeRyze,47.28%,12.04
SamiraSamira,49.23%,12.04
SejuaniSejuani,42.42%,12.04
SennaSenna,54.11%,12.04
SennaSenna,41.86%,12.04
SeraphineSeraphine,60.00%,12.04
SeraphineSeraphine,39.39%,12.04
SeraphineSeraphine,34.04%,12.04
SettSett,46.04%,12.04
SettSett,47.06%,12.04
ShacoShaco,54.49%,12.04
ShacoShaco,41.38%,12.04
ShenShen,58.04%,12.04
ShyvanaShyvana,50.00%,12.04
SingedSinged,38.46%,12.04
SionSion,56.78%,12.04
SionSion,30.00%,12.04
SivirSivir,53.70%,12.04
SkarnerSkarner,58.70%,12.04
SonaSona,57.28%,12.04
SorakaSoraka,51.34%,12.04
SwainSwain,0.00%,12.04
SylasSylas,51.94%,12.04
SylasSylas,58.97%,12.04
SyndraSyndra,51.72%,12.04
Tahm KenchTahm Kench,59.56%,12.04
Tahm KenchTahm Kench,44.83%,12.04
TaliyahTaliyah,50.00%,12.04
TalonTalon,52.53%,12.04
TalonTalon,45.71%,12.04
TaricTaric,51.35%,12.04
TeemoTeemo,48.31%,12.04
ThreshThresh,52.55%,12.04
TristanaTristana,71.43%,12.04
TristanaTristana,56.54%,12.04
TrundleTrundle,58.73%,12.04
TrundleTrundle,51.43%,12.04
TryndamereTryndamere,58.20%,12.04
